Transaction ID,Customer ID,Date,Product Category,Quantity,Price Per Unit,Payment Method,Store Location,Discount Applied,Age,Gender,Total Amount
T100564,C1480,2025-10-04 07:00:00,Electronics,6,55.96,Credit Card,Lyon,Yes,51,Female,335.76
T100549,C1189,2025-10-04 10:00:00,Groceries,8,215.55,Cash,Montpellier,Yes,56,Female,1724.4
T100360,C1001,2025-10-04 12:00:00,Electronics,2,252.65,Cash,Nice,No,18,Other,505.3
T100166,C1213,2025-10-04 17:00:00,Home Decor,7,338.72,Debit Card,Strasbourg,No,72,Male,2371.04
T100929,C1414,2025-10-04 18:00:00,Home Decor,5,189.93,Cash,Nantes,Yes,71,Male,949.65
T100760,C1223,2025-10-04 19:00:00,Beauty,5,301.16,Cash,Nice,No,41,Male,1505.8
T100816,C1422,2025-10-04 23:00:00,Home Decor,4,251.45,Debit Card,Marseille,No,40,Male,1005.8
T101817,C1325,2025-10-05 01:00:00,Groceries,4,436.42,Digital Wallet,Marseille,No,28,Female,1745.68
T101330,C1172,2025-10-05 01:00:00,Home Decor,2,272.96,Debit Card,Montpellier,Yes,69,Male,545.92
T100111,C1295,2025-10-05 03:00:00,Home Decor,2,494.73,Debit Card,Paris,No,25,Female,989.46
T101018,C1310,2025-10-05 03:00:00,Clothing,6,53.32,Debit Card,Lyon,Yes,59,Male,319.92
T101691,C1365,2025-10-05 09:00:00,Groceries,5,74.32,Credit Card,Paris,Yes,48,Male,371.6
T100617,C1487,2025-10-05 10:00:00,Groceries,6,193.67,Cash,Nice,No,65,Female,1162.02
T100596,C1438,2025-10-05 19:00:00,Groceries,2,23.72,Debit Card,Paris,Yes,22,Female,47.44
T101879,C1097,2025-10-06 13:00:00,Electronics,1,378.7,Credit Card,Nantes,No,23,Female,378.7
T100822,C1214,2025-10-06 15:00:00,Beauty,3,413.98,Credit Card,Toulouse,No,71,Other,1241.94
T100773,C1061,2025-10-06 17:00:00,Groceries,3,379.95,Cash,Toulouse,No,64,Other,1139.85
T100445,C1480,2025-10-06 18:00:00,Electronics,3,297.94,Credit Card,Marseille,No,49,Male,893.82
T100327,C1345,2025-10-06 18:00:00,Groceries,5,64.04,Credit Card,Toulouse,Yes,30,Female,320.2
T101693,C1379,2025-10-06 22:00:00,Clothing,4,291.4,Credit Card,Nice,No,74,Male,1165.6
T101204,C1055,2025-10-07 01:00:00,Clothing,3,257.31,Digital Wallet,Toulouse,No,57,Other,771.93
T101350,C1381,2025-10-07 07:00:00,Clothing,9,205.78,Cash,Toulouse,No,40,Female,1852.02
T100412,C1303,2025-10-07 13:00:00,Groceries,9,163.67,Credit Card,Strasbourg,No,25,Other,1473.03
T100357,C1499,2025-10-08 03:00:00,Groceries,4,333.58,Digital Wallet,Nantes,Yes,21,Female,1334.32
T100624,C1191,2025-10-08 04:00:00,Clothing,7,282.54,Cash,Montpellier,Yes,73,Other,1977.78
T100852,C1495,2025-10-08 07:00:00,Groceries,3,171.47,Digital Wallet,Nantes,No,26,Other,514.41
T101168,C1132,2025-10-08 08:00:00,Clothing,7,201.46,Debit Card,Nice,No,50,Female,1410.22
T100806,C1483,2025-10-08 19:00:00,Beauty,1,420.51,Digital Wallet,Nantes,No,66,Male,420.51
T100481,C1160,2025-10-08 21:00:00,Beauty,4,385.2,Credit Card,Nantes,No,45,Other,1540.8
T100143,C1162,2025-10-08 23:00:00,Clothing,6,238.04,Debit Card,Marseille,Yes,70,Female,1428.24
T100278,C1001,2025-10-09 00:00:00,Beauty,2,222.54,Debit Card,Lyon,No,37,Other,445.08
T100242,C1358,2025-10-09 07:00:00,Beauty,6,280.93,Credit Card,Strasbourg,No,65,Male,1685.58
T101618,C1179,2025-10-09 15:00:00,Clothing,2,67.96,Digital Wallet,Strasbourg,Yes,53,Other,135.92
T101609,C1426,2025-10-09 16:00:00,Clothing,8,176.4,Debit Card,Lyon,Yes,20,Female,1411.2
T101260,C1469,2025-10-09 16:00:00,Clothing,9,497.82,Credit Card,Nantes,Yes,44,Other,4480.38
T101814,C1214,2025-10-09 21:00:00,Home Decor,4,24.24,Digital Wallet,Lyon,No,36,Male,96.96
T101435,C1352,2025-10-10 11:00:00,Groceries,8,304.11,Credit Card,Nantes,No,29,Male,2432.88
T101416,C1378,2025-10-10 15:00:00,Beauty,2,498.03,Cash,Montpellier,No,67,Male,996.06
T100788,C1264,2025-10-10 17:00:00,Beauty,8,140.64,Debit Card,Lyon,No,65,Other,1125.12
T100614,C1117,2025-10-10 17:00:00,Beauty,9,453.44,Credit Card,Lyon,No,60,Male,4080.96
T101498,C1156,2025-10-10 21:00:00,Groceries,8,164.87,Debit Card,Toulouse,No,32,Female,1318.96
T101216,C1186,2025-10-10 21:00:00,Beauty,1,288.06,Debit Card,Marseille,No,71,Female,288.06
T101557,C1392,2025-10-10 23:00:00,Clothing,1,337.33,Cash,Toulouse,No,37,Female,337.33
T101487,C1117,2025-10-11 00:00:00,Electronics,3,330.85,Cash,Lyon,No,59,Female,992.55
T101527,C1345,2025-10-11 00:00:00,Beauty,9,372.95,Cash,Nantes,No,36,Male,3356.55
T100072,C1339,2025-10-11 04:00:00,Beauty,9,154.22,Debit Card,Toulouse,Yes,36,Female,1387.98
T101042,C1172,2025-10-11 04:00:00,Electronics,4,111.99,Cash,Lyon,Yes,65,Other,447.96
T100268,C1294,2025-10-11 10:00:00,Clothing,5,436.04,Cash,Toulouse,No,47,Male,2180.2
T100858,C1326,2025-10-11 19:00:00,Clothing,8,474.58,Digital Wallet,Nice,No,51,Female,3796.64
T101288,C1069,2025-10-12 01:00:00,Electronics,1,236.98,Digital Wallet,Lyon,No,65,Female,236.98
T100290,C1052,2025-10-12 06:00:00,Electronics,1,431.25,Debit Card,Lyon,No,45,Female,431.25
T100130,C1344,2025-10-12 10:00:00,Home Decor,6,179.39,Cash,Nantes,Yes,26,Female,1076.34
T100120,C1216,2025-10-12 11:00:00,Groceries,2,38.67,Debit Card,Nantes,No,60,Other,77.34
T101014,C1098,2025-10-12 12:00:00,Home Decor,2,151.08,Credit Card,Marseille,Yes,30,Female,302.16
T101577,C1318,2025-10-12 14:00:00,Electronics,1,429.66,Digital Wallet,Strasbourg,No,45,Male,429.66
T101887,C1288,2025-10-13 06:00:00,Beauty,5,40.16,Debit Card,Marseille,No,40,Male,200.8
T100865,C1414,2025-10-13 08:00:00,Beauty,3,287.48,Cash,Nantes,No,40,Male,862.44
T101085,C1421,2025-10-13 14:00:00,Electronics,8,257.64,Cash,Toulouse,Yes,60,Female,2061.12
T100815,C1185,2025-10-13 15:00:00,Clothing,4,447.58,Credit Card,Marseille,Yes,65,Male,1790.32
T100435,C1263,2025-10-13 19:00:00,Electronics,1,16.82,Cash,Marseille,No,73,Other,16.82
T101716,C1066,2025-10-14 09:00:00,Home Decor,6,265.9,Credit Card,Nantes,No,19,Female,1595.4
T101381,C1094,2025-10-14 09:00:00,Clothing,4,237.81,Debit Card,Toulouse,Yes,64,Other,951.24
T100498,C1341,2025-10-14 18:00:00,Clothing,8,324.14,Digital Wallet,Paris,Yes,20,Male,2593.12
T101869,C1266,2025-10-14 20:00:00,Groceries,4,260.99,Digital Wallet,Montpellier,No,52,Female,1043.96
T101949,C1484,2025-10-14 23:00:00,Groceries,5,250.56,Cash,Paris,No,22,Male,1252.8
T100589,C1146,2025-10-15 01:00:00,Electronics,4,327.87,Cash,Strasbourg,Yes,53,Female,1311.48
T100131,C1326,2025-10-15 01:00:00,Beauty,2,120.86,Cash,Nantes,No,64,Male,241.72
T101495,C1435,2025-10-15 05:00:00,Beauty,4,288.83,Digital Wallet,Montpellier,Yes,71,Other,1155.32
T100215,C1044,2025-10-15 18:00:00,Groceries,7,358.49,Debit Card,Paris,No,58,Female,2509.43
T100598,C1228,2025-10-15 18:00:00,Beauty,7,493.24,Debit Card,Strasbourg,No,35,Male,3452.68
T101244,C1125,2025-10-15 21:00:00,Groceries,7,63.15,Cash,Toulouse,No,46,Other,442.05
T100310,C1469,2025-10-16 00:00:00,Clothing,1,306.69,Credit Card,Toulouse,No,32,Other,306.69
T100482,C1255,2025-10-16 03:00:00,Beauty,6,374.88,Digital Wallet,Marseille,Yes,63,Male,2249.28
T100182,C1392,2025-10-16 08:00:00,Beauty,3,51.9,Credit Card,Marseille,Yes,55,Male,155.7
T101444,C1449,2025-10-16 12:00:00,Clothing,3,360.71,Debit Card,Marseille,No,58,Other,1082.13
T100740,C1276,2025-10-16 16:00:00,Beauty,1,193.8,Debit Card,Nice,No,29,Male,193.8
T100827,C1238,2025-10-16 19:00:00,Home Decor,2,322.89,Cash,Toulouse,No,59,Male,645.78
T100302,C1400,2025-10-17 00:00:00,Groceries,8,210.42,Cash,Marseille,No,72,Female,1683.36
T101513,C1281,2025-10-17 07:00:00,Clothing,1,347.3,Cash,Nice,No,50,Female,347.3
T101099,C1307,2025-10-17 13:00:00,Home Decor,7,111.35,Digital Wallet,Montpellier,No,45,Female,779.45
T101354,C1490,2025-10-17 16:00:00,Electronics,4,387.16,Cash,Nice,No,42,Other,1548.64
T101138,C1458,2025-10-17 17:00:00,Groceries,9,94.0,Digital Wallet,Toulouse,No,36,Other,846.0
T101472,C1440,2025-10-17 21:00:00,Beauty,4,76.13,Credit Card,Lyon,Yes,45,Other,304.52
T100434,C1437,2025-10-18 01:00:00,Electronics,9,32.88,Digital Wallet,Nantes,No,25,Male,295.92
T101554,C1091,2025-10-18 03:00:00,Home Decor,1,108.9,Debit Card,Paris,Yes,37,Male,108.9
T100337,C1127,2025-10-18 11:00:00,Home Decor,8,35.3,Debit Card,Strasbourg,Yes,24,Male,282.4
T101720,C1494,2025-10-18 19:00:00,Electronics,1,82.96,Digital Wallet,Nice,No,74,Other,82.96
T101723,C1290,2025-10-18 21:00:00,Beauty,2,86.27,Debit Card,Lyon,No,65,Female,172.54
T100471,C1094,2025-10-18 23:00:00,Home Decor,1,291.05,Debit Card,Nice,Yes,64,Male,291.05
T100456,C1219,2025-10-19 00:00:00,Beauty,5,23.99,Credit Card,Paris,No,72,Other,119.95
T101090,C1305,2025-10-19 04:00:00,Home Decor,6,386.8,Digital Wallet,Paris,Yes,20,Male,2320.8
T101637,C1147,2025-10-19 14:00:00,Beauty,8,427.55,Debit Card,Paris,No,64,Female,3420.4
T101391,C1458,2025-10-19 16:00:00,Beauty,2,273.71,Credit Card,Marseille,Yes,25,Female,547.42
T101770,C1292,2025-10-19 21:00:00,Groceries,6,217.65,Credit Card,Montpellier,No,43,Male,1305.9
T100226,C1330,2025-10-20 03:00:00,Home Decor,7,146.68,Credit Card,Toulouse,Yes,67,Female,1026.76
T100247,C1317,2025-10-20 04:00:00,Groceries,9,221.39,Cash,Paris,No,22,Female,1992.51
T101804,C1245,2025-10-20 07:00:00,Home Decor,4,251.57,Debit Card,Marseille,Yes,55,Female,1006.28
T101786,C1119,2025-10-20 09:00:00,Electronics,3,129.83,Credit Card,Montpellier,No,48,Other,389.49
T101171,C1345,2025-10-20 09:00:00,Clothing,7,197.13,Credit Card,Nice,No,57,Female,1379.91
T100003,C1270,2025-10-20 10:00:00,Groceries,2,206.29,Cash,Montpellier,Yes,36,Male,412.58
T100401,C1309,2025-10-20 14:00:00,Electronics,4,336.78,Credit Card,Marseille,No,19,Other,1347.12
T100028,C1191,2025-10-20 15:00:00,Home Decor,6,27.8,Debit Card,Paris,Yes,32,Other,166.8
T101933,C1016,2025-10-20 18:00:00,Beauty,9,164.84,Debit Card,Paris,Yes,26,Female,1483.56
T100277,C1112,2025-10-20 19:00:00,Home Decor,5,73.43,Credit Card,Paris,No,74,Male,367.15
T100996,C1064,2025-10-21 04:00:00,Beauty,6,99.69,Debit Card,Paris,No,40,Male,598.14
T100756,C1095,2025-10-21 09:00:00,Electronics,3,440.05,Credit Card,Paris,No,24,Other,1320.15
T101973,C1085,2025-10-21 14:00:00,Clothing,3,399.98,Credit Card,Nantes,No,48,Other,1199.94
T100836,C1006,2025-10-21 14:00:00,Clothing,7,489.97,Debit Card,Montpellier,No,70,Male,3429.79
T101145,C1183,2025-10-21 16:00:00,Electronics,8,325.08,Cash,Nice,Yes,34,Male,2600.64
T100293,C1159,2025-10-21 19:00:00,Groceries,4,425.91,Digital Wallet,Paris,No,37,Other,1703.64
T100975,C1045,2025-10-21 20:00:00,Groceries,6,51.91,Digital Wallet,Lyon,Yes,45,Female,311.46
T101268,C1041,2025-10-21 21:00:00,Beauty,7,224.58,Cash,Nice,Yes,22,Female,1572.06
T100099,C1201,2025-10-22 01:00:00,Beauty,8,444.44,Credit Card,Lyon,Yes,45,Other,3555.52
T101114,C1183,2025-10-22 02:00:00,Electronics,1,429.59,Digital Wallet,Nice,Yes,38,Other,429.59
T101846,C1308,2025-10-22 03:00:00,Electronics,2,410.46,Cash,Paris,No,53,Female,820.92
T101466,C1477,2025-10-22 14:00:00,Groceries,9,473.85,Credit Card,Toulouse,Yes,59,Male,4264.65
T100699,C1426,2025-10-22 17:00:00,Beauty,2,402.55,Cash,Marseille,No,29,Male,805.1
T101945,C1478,2025-10-23 00:00:00,Electronics,3,274.37,Digital Wallet,Marseille,No,68,Male,823.11
T101764,C1194,2025-10-23 21:00:00,Clothing,6,287.81,Cash,Montpellier,No,37,Male,1726.86
T100778,C1396,2025-10-24 03:00:00,Beauty,7,345.71,Credit Card,Paris,No,27,Other,2419.97
T101081,C1065,2025-10-25 20:00:00,Home Decor,4,424.41,Digital Wallet,Montpellier,No,31,Other,1697.64
T100376,C1151,2025-10-25 23:00:00,Home Decor,2,337.53,Digital Wallet,Lyon,Yes,50,Female,675.06
T101936,C1310,2025-10-26 03:00:00,Clothing,6,205.43,Credit Card,Strasbourg,No,40,Other,1232.58
T101290,C1003,2025-10-26 20:00:00,Clothing,3,96.99,Cash,Nantes,Yes,54,Other,290.97
T101773,C1221,2025-10-26 21:00:00,Beauty,9,361.61,Digital Wallet,Strasbourg,Yes,52,Female,3254.49
T100429,C1157,2025-10-27 02:00:00,Clothing,8,491.88,Cash,Toulouse,No,22,Male,3935.04
T100437,C1026,2025-10-27 03:00:00,Groceries,2,169.68,Debit Card,Lyon,No,38,Other,339.36
T100348,C1414,2025-10-27 03:00:00,Clothing,6,332.68,Cash,Lyon,No,57,Female,1996.08
T100216,C1061,2025-10-27 17:00:00,Groceries,5,102.14,Digital Wallet,Nice,No,28,Male,510.7
T100170,C1226,2025-10-28 00:00:00,Clothing,4,64.88,Debit Card,Nantes,No,25,Other,259.52
T100676,C1324,2025-10-28 00:00:00,Beauty,6,31.75,Digital Wallet,Toulouse,No,69,Male,190.5
T101488,C1293,2025-10-28 03:00:00,Clothing,6,135.58,Debit Card,Strasbourg,No,51,Other,813.48
T100942,C1271,2025-10-28 06:00:00,Electronics,3,155.34,Debit Card,Strasbourg,Yes,41,Male,466.02
T101249,C1211,2025-10-28 18:00:00,Clothing,2,223.57,Credit Card,Nantes,No,46,Male,447.14
T100634,C1434,2025-10-29 06:00:00,Clothing,1,194.62,Debit Card,Nantes,Yes,72,Female,194.62
T100605,C1395,2025-10-29 07:00:00,Beauty,1,15.35,Cash,Nantes,Yes,74,Male,15.35
T100351,C1098,2025-10-29 17:00:00,Groceries,5,227.55,Digital Wallet,Lyon,No,27,Female,1137.75
T101704,C1312,2025-10-29 17:00:00,Clothing,4,279.1,Credit Card,Toulouse,No,51,Female,1116.4
T100839,C1167,2025-10-29 19:00:00,Beauty,9,354.01,Credit Card,Toulouse,No,24,Male,3186.09
T101975,C1390,2025-10-29 20:00:00,Clothing,9,7.86,Credit Card,Strasbourg,No,26,Male,70.74
T100797,C1143,2025-10-29 22:00:00,Groceries,9,345.21,Cash,Paris,Yes,51,Male,3106.89
T100307,C1371,2025-10-30 07:00:00,Groceries,6,497.76,Cash,Montpellier,No,35,Other,2986.56
T100258,C1095,2025-10-30 10:00:00,Home Decor,1,457.34,Credit Card,Lyon,No,20,Female,457.34
T100137,C1471,2025-10-30 15:00:00,Electronics,5,201.16,Debit Card,Lyon,Yes,27,Male,1005.8
T101338,C1211,2025-10-30 22:00:00,Electronics,8,403.11,Debit Card,Toulouse,No,70,Female,3224.88
T100344,C1440,2025-10-31 01:00:00,Electronics,3,415.67,Digital Wallet,Nantes,No,26,Female,1247.01
T100347,C1150,2025-10-31 04:00:00,Electronics,3,207.42,Digital Wallet,Toulouse,No,67,Other,622.26
T100313,C1143,2025-10-31 04:00:00,Beauty,5,123.41,Digital Wallet,Nantes,Yes,40,Male,617.05
T101173,C1033,2025-10-31 06:00:00,Clothing,7,117.28,Debit Card,Paris,No,51,Other,820.96
T101722,C1417,2025-10-31 20:00:00,Home Decor,8,298.84,Credit Card,Lyon,No,54,Female,2390.72
T100191,C1351,2025-11-01 07:00:00,Groceries,2,35.5,Credit Card,Strasbourg,Yes,47,Female,71.0
T100927,C1013,2025-11-01 08:00:00,Groceries,7,306.24,Credit Card,Nantes,Yes,65,Male,2143.68
T101020,C1475,2025-11-01 12:00:00,Clothing,1,178.2,Credit Card,Lyon,No,29,Female,178.2
T100664,C1245,2025-11-01 13:00:00,Beauty,3,182.13,Credit Card,Paris,No,72,Male,546.39
T100336,C1423,2025-11-01 16:00:00,Clothing,1,99.98,Digital Wallet,Paris,No,40,Other,99.98
T100271,C1112,2025-11-01 16:00:00,Groceries,4,251.1,Digital Wallet,Nantes,Yes,44,Other,1004.4
T100995,C1373,2025-11-01 16:00:00,Groceries,5,37.62,Debit Card,Marseille,No,50,Female,188.1
T100735,C1074,2025-11-01 18:00:00,Electronics,1,240.3,Digital Wallet,Marseille,No,68,Female,240.3
T101924,C1101,2025-11-01 20:00:00,Home Decor,9,356.35,Debit Card,Strasbourg,No,62,Other,3207.15
T100031,C1160,2025-11-01 23:00:00,Home Decor,3,239.35,Debit Card,Strasbourg,No,45,Female,718.05
T101147,C1194,2025-11-02 07:00:00,Clothing,5,29.39,Debit Card,Toulouse,No,49,Other,146.95
T100118,C1279,2025-11-02 13:00:00,Beauty,6,243.77,Digital Wallet,Paris,Yes,52,Other,1462.62
T100897,C1368,2025-11-03 05:00:00,Electronics,3,494.19,Debit Card,Paris,Yes,60,Other,1482.57
T100959,C1219,2025-11-03 10:00:00,Groceries,3,243.07,Debit Card,Paris,Yes,60,Female,729.21
T101154,C1060,2025-11-03 12:00:00,Electronics,6,30.58,Debit Card,Montpellier,Yes,65,Female,183.48
T100820,C1132,2025-11-03 14:00:00,Beauty,6,118.89,Credit Card,Marseille,No,24,Other,713.34
T101057,C1161,2025-11-04 05:00:00,Beauty,4,95.81,Debit Card,Strasbourg,No,37,Male,383.24
T101262,C1110,2025-11-04 08:00:00,Clothing,6,221.2,Cash,Nantes,Yes,62,Male,1327.2
T100867,C1444,2025-11-04 13:00:00,Beauty,2,210.35,Cash,Strasbourg,No,41,Other,420.7
T100295,C1415,2025-11-04 15:00:00,Clothing,3,336.03,Debit Card,Toulouse,No,30,Male,1008.09
T101938,C1302,2025-11-04 16:00:00,Beauty,1,481.01,Cash,Lyon,No,64,Male,481.01
T100533,C1141,2025-11-04 22:00:00,Clothing,8,108.28,Credit Card,Nantes,No,32,Other,866.24
T101481,C1321,2025-11-05 14:00:00,Home Decor,7,294.82,Debit Card,Lyon,No,65,Male,2063.74
T101792,C1208,2025-11-05 22:00:00,Groceries,9,86.86,Debit Card,Nantes,No,31,Other,781.74
T100214,C1169,2025-11-05 22:00:00,Home Decor,8,47.53,Cash,Paris,No,59,Female,380.24
T100330,C1147,2025-11-06 06:00:00,Clothing,7,421.02,Debit Card,Toulouse,No,59,Female,2947.14
T100651,C1217,2025-11-06 07:00:00,Clothing,5,213.45,Cash,Nantes,Yes,28,Female,1067.25
T101920,C1107,2025-11-06 07:00:00,Home Decor,7,199.51,Digital Wallet,Montpellier,Yes,68,Female,1396.57
T101047,C1368,2025-11-06 12:00:00,Beauty,8,489.36,Cash,Paris,No,42,Female,3914.88
T101378,C1037,2025-11-06 20:00:00,Groceries,2,443.08,Debit Card,Nantes,No,43,Female,886.16
T101193,C1025,2025-11-06 21:00:00,Electronics,5,227.71,Credit Card,Nice,Yes,30,Other,1138.55
T101184,C1213,2025-11-06 23:00:00,Beauty,2,299.55,Credit Card,Nantes,No,57,Female,599.1
T101542,C1459,2025-11-06 23:00:00,Clothing,8,79.03,Debit Card,Montpellier,Yes,61,Female,632.24
T100011,C1214,2025-11-07 02:00:00,Home Decor,9,307.77,Cash,Toulouse,Yes,37,Male,2769.93
T101988,C1081,2025-11-07 04:00:00,Groceries,4,467.26,Digital Wallet,Lyon,Yes,69,Female,1869.04
T101285,C1149,2025-11-07 05:00:00,Clothing,1,94.7,Credit Card,Strasbourg,No,55,Male,94.7
T100464,C1232,2025-11-07 05:00:00,Home Decor,7,436.13,Credit Card,Montpellier,No,68,Other,3052.91
T100971,C1219,2025-11-07 12:00:00,Clothing,2,147.64,Debit Card,Toulouse,No,69,Other,295.28
T101562,C1296,2025-11-07 13:00:00,Beauty,2,397.02,Debit Card,Montpellier,No,41,Male,794.04
T100439,C1276,2025-11-07 15:00:00,Beauty,9,135.03,Credit Card,Nice,No,31,Female,1215.27
T100303,C1254,2025-11-07 22:00:00,Home Decor,4,166.84,Credit Card,Nice,Yes,46,Other,667.36
T100273,C1112,2025-11-08 14:00:00,Clothing,6,11.32,Debit Card,Lyon,No,69,Male,67.92
T100375,C1403,2025-11-08 16:00:00,Clothing,5,354.22,Digital Wallet,Nice,No,22,Female,1771.1
T100916,C1251,2025-11-08 16:00:00,Home Decor,2,148.54,Digital Wallet,Nice,No,18,Female,297.08
T101334,C1409,2025-11-08 18:00:00,Electronics,1,238.03,Cash,Montpellier,Yes,48,Other,238.03
T101242,C1085,2025-11-08 19:00:00,Groceries,7,284.71,Debit Card,Nantes,No,58,Male,1992.97
T100701,C1267,2025-11-09 03:00:00,Home Decor,2,496.09,Credit Card,Toulouse,No,48,Other,992.18
T101425,C1401,2025-11-09 04:00:00,Groceries,8,344.94,Debit Card,Lyon,No,67,Male,2759.52
T101788,C1493,2025-11-09 07:00:00,Electronics,7,173.49,Credit Card,Nantes,Yes,29,Male,1214.43
T101362,C1137,2025-11-09 09:00:00,Electronics,6,459.92,Debit Card,Toulouse,No,21,Other,2759.52
T101197,C1112,2025-11-09 16:00:00,Beauty,6,466.11,Cash,Marseille,No,60,Female,2796.66
T101639,C1341,2025-11-09 16:00:00,Clothing,9,438.76,Digital Wallet,Marseille,Yes,53,Male,3948.84
T101900,C1481,2025-11-09 19:00:00,Electronics,5,72.03,Debit Card,Montpellier,No,34,Female,360.15
T100675,C1256,2025-11-09 21:00:00,Home Decor,2,27.16,Digital Wallet,Montpellier,No,65,Male,54.32
T101576,C1000,2025-11-09 21:00:00,Clothing,3,75.83,Cash,Paris,No,22,Other,227.49
T101360,C1260,2025-11-09 21:00:00,Clothing,6,245.21,Debit Card,Montpellier,No,50,Female,1471.26
T101124,C1449,2025-11-09 21:00:00,Clothing,7,432.79,Digital Wallet,Paris,No,48,Male,3029.53
T101828,C1152,2025-11-09 22:00:00,Home Decor,9,185.13,Debit Card,Montpellier,No,51,Female,1666.17
T101567,C1301,2025-11-10 06:00:00,Electronics,4,135.31,Digital Wallet,Lyon,No,59,Other,541.24
T100548,C1062,2025-11-10 07:00:00,Beauty,7,68.45,Credit Card,Marseille,No,71,Female,479.15
T100565,C1263,2025-11-10 13:00:00,Clothing,3,360.92,Cash,Montpellier,Yes,25,Female,1082.76
T101661,C1476,2025-11-10 19:00:00,Groceries,1,349.14,Cash,Nice,No,62,Female,349.14
T100731,C1195,2025-11-10 20:00:00,Electronics,7,65.34,Digital Wallet,Montpellier,Yes,58,Female,457.38
T100203,C1170,2025-11-10 21:00:00,Electronics,1,485.48,Debit Card,Paris,No,73,Male,485.48
T100525,C1312,2025-11-10 23:00:00,Home Decor,1,273.48,Credit Card,Montpellier,Yes,21,Female,273.48
T100594,C1091,2025-11-11 13:00:00,Groceries,1,120.62,Cash,Marseille,Yes,56,Female,120.62
T101881,C1110,2025-11-11 14:00:00,Home Decor,2,73.42,Debit Card,Strasbourg,Yes,19,Female,146.84
T101482,C1009,2025-11-11 21:00:00,Home Decor,5,161.25,Digital Wallet,Marseille,No,18,Female,806.25
T100335,C1416,2025-11-12 00:00:00,Electronics,4,199.87,Cash,Nantes,No,48,Female,799.48
T100155,C1267,2025-11-12 02:00:00,Electronics,7,438.3,Credit Card,Strasbourg,No,30,Other,3068.1
T100466,C1279,2025-11-12 04:00:00,Electronics,3,386.04,Debit Card,Strasbourg,No,22,Other,1158.12
T100494,C1279,2025-11-12 05:00:00,Beauty,5,175.27,Debit Card,Strasbourg,No,53,Female,876.35
T100704,C1416,2025-11-12 11:00:00,Beauty,1,200.41,Cash,Marseille,No,58,Other,200.41
T100249,C1224,2025-11-12 14:00:00,Beauty,6,303.98,Cash,Toulouse,No,28,Female,1823.88
T100784,C1444,2025-11-12 19:00:00,Electronics,6,397.13,Cash,Toulouse,No,46,Other,2382.78
T101161,C1091,2025-11-12 23:00:00,Home Decor,2,382.99,Cash,Nantes,Yes,40,Female,765.98
T101703,C1320,2025-11-12 23:00:00,Home Decor,4,316.22,Cash,Nantes,No,68,Female,1264.88
T100192,C1230,2025-11-13 02:00:00,Clothing,5,85.44,Debit Card,Montpellier,No,19,Male,427.2
T100864,C1251,2025-11-13 03:00:00,Home Decor,6,227.32,Digital Wallet,Paris,No,67,Male,1363.92
T101656,C1031,2025-11-13 23:00:00,Home Decor,6,255.34,Debit Card,Nice,No,31,Other,1532.04
T101515,C1282,2025-11-14 00:00:00,Electronics,9,250.38,Digital Wallet,Nice,Yes,39,Other,2253.42
T101660,C1428,2025-11-14 06:00:00,Clothing,9,11.31,Credit Card,Nantes,No,43,Female,101.79
T101456,C1178,2025-11-14 08:00:00,Clothing,1,219.69,Debit Card,Montpellier,Yes,51,Female,219.69
T101359,C1009,2025-11-14 08:00:00,Home Decor,5,441.52,Debit Card,Toulouse,No,49,Male,2207.6
T101779,C1499,2025-11-14 10:00:00,Electronics,9,278.95,Digital Wallet,Strasbourg,No,31,Other,2510.55
T100200,C1230,2025-11-14 14:00:00,Beauty,5,184.99,Credit Card,Lyon,No,21,Male,924.95
T101440,C1152,2025-11-14 17:00:00,Clothing,2,270.42,Cash,Nice,No,64,Male,540.84
T100018,C1151,2025-11-14 20:00:00,Home Decor,2,70.12,Digital Wallet,Lyon,No,29,Female,140.24
T100035,C1252,2025-11-15 13:00:00,Clothing,2,219.85,Debit Card,Nice,Yes,27,Male,439.7
T100109,C1251,2025-11-15 14:00:00,Clothing,9,184.48,Debit Card,Strasbourg,No,36,Male,1660.32
T100758,C1150,2025-11-15 16:00:00,Electronics,3,68.84,Credit Card,Paris,No,43,Male,206.52
T100161,C1215,2025-11-15 21:00:00,Clothing,5,189.74,Credit Card,Paris,No,51,Other,948.7
T101835,C1341,2025-11-15 22:00:00,Home Decor,8,109.8,Debit Card,Toulouse,No,38,Other,878.4
T100866,C1274,2025-11-16 00:00:00,Clothing,4,220.62,Credit Card,Marseille,No,73,Female,882.48
T100406,C1483,2025-11-16 02:00:00,Electronics,9,160.03,Credit Card,Nantes,No,27,Male,1440.27
T101418,C1409,2025-11-16 02:00:00,Clothing,1,253.76,Digital Wallet,Strasbourg,No,42,Other,253.76
T101648,C1140,2025-11-16 07:00:00,Groceries,3,19.35,Digital Wallet,Nantes,No,54,Female,58.05
T100572,C1195,2025-11-16 09:00:00,Clothing,2,173.82,Digital Wallet,Lyon,Yes,33,Female,347.64
T101149,C1194,2025-11-16 10:00:00,Groceries,4,276.46,Debit Card,Toulouse,No,36,Female,1105.84
T100167,C1474,2025-11-16 17:00:00,Home Decor,4,318.47,Debit Card,Toulouse,Yes,43,Female,1273.88
T100999,C1238,2025-11-17 03:00:00,Beauty,9,191.74,Digital Wallet,Nantes,No,51,Male,1725.66
